sentence,language,contributor_id,gender,age_group,voice_clip,duration,Region
Buli kitonde ekiri mu nnimiro kya mugaso ku bulimi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102308.570788_2121.wav,0.001111111,Central
Nze mikwano gyange kati abasinga balimi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091622.764613_2400.wav,0.000833333,Central
Abasawo abatafaayo beebo abakwatibwa endwadde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_104932.181061_2264.wav,0.001388889,Central
Abakyala bajja kusobola okufuna eby'obulamu ku bwereere ebinaalongoosa obulamu bwabwe.,Luganda,743,Male,18-29,yogera_text_audio_20240426_104322.728907_2313.wav,0.0025,Central
Yita balimi banno bakuweere obujulizi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091622.791938_2366.wav,0.001111111,Central
Minisita yasiimye omulimu ogwolesebwa Victoria yunivasite mu byenjigiriza.,Luganda,743,Male,18-29,yogera_text_audio_20240426_101351.233384_2178.wav,0.001388889,Central
Omutima gulwadde endwadde etawonyezeka.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095036.407252_2286.wav,0.001111111,Central
Abatamanyi kulunda obubizzi bwabwe buba bukovvu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094620.788021_2061.wav,0.001111111,Central
Ewaffe embuzi tuziwa muddo na bikoola bya mutuba.,Luganda,743,Male,18-29,yogera_text_audio_20240426_104322.714082_2404.wav,0.001111111,Central
Miti ki emirungi okusimba?,Luganda,738,Male,18-29,yogera_text_audio_20240426_091243.570520_2073.wav,0.000555556,Central
Emmotoka etambuza abalwadde erina kuddukanyizibwa omusawo omukugu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103107.887836_2266.wav,0.001388889,Central
Okwaluza enkoko nga bw'otunda nagwo mulimu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_085823.459469_2086.wav,0.000833333,Central
Disitulikiti eziri ku nsalo zanjudde omuwendo gw'abalwadde ba ssennyiga omukambwe ogusinga obunene.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091518.882795_2267.wav,0.0025,Central
Kiva ku ki lumonde okugaana okuteekako?,Luganda,745,Male,18-29,yogera_text_audio_20240426_093148.041409_2101.wav,0.000833333,Central
Abatamanyi kulunda obubizzi bwabwe buba bukovvu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092631.694669_2061.wav,0.001111111,Central
Abasawo abalya enguzi balina okubonerezebwa ddala nga babowa ebintu byabwe.,Luganda,738,Male,18-29,yogera_text_audio_20240426_085823.485287_2259.wav,0.001944444,Central
Ebisagazi nabyo kati bya bbula nnyo.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094620.795848_2370.wav,0.000833333,Central
Buli lunaku nnina okutuukako mu kiraalo ky'ente.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093700.204253_2395.wav,0.001111111,Central
Bulijjo simanyi nti Gavumenti yazimba essomero eppya mu disitulikiti yaffe.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094026.997990_2133.wav,0.001388889,Central
Abalimi mwenna mubeere benkanya eri obutonde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102434.616076_2108.wav,0.001111111,Central
We nnimira waliwo oluyinja lungi nnyo.,Luganda,745,Male,18-29,yogera_text_audio_20240426_091031.160752_2343.wav,0.000555556,Central
Abalimi buli omu alina ky'asinza munne.,Luganda,745,Male,18-29,yogera_text_audio_20240426_092245.654112_2387.wav,0.000833333,Central
Abasawo abatafaayo beebo abakwatibwa endwadde.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092707.180732_2264.wav,0.001111111,Central
Weewale okutundira ebirime byo ku nnimiro.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094620.780498_2032.wav,0.000833333,Central
Bajja kwekanga ng'amakungula tewali kubanga baagaana okufuuyira.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093331.672872_2053.wav,0.001111111,Central
Okugema y'engeri esinga okuziyiza endwadde.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101220.205705_2279.wav,0.000833333,Central
Abalwadde ba kkookolo beetaaga obujjanjabi obulungi.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100929.292298_2271.wav,0.001111111,Central
Omuntu asobola okuwona akawuka ka siriimu singa amira eddagala?,Luganda,743,Male,18-29,yogera_text_audio_20240426_105154.960867_2317.wav,0.001111111,Central
Omuwendo gw'abawala abafuna embuto mu masomero gugenze gukendeera.,Luganda,745,Male,18-29,yogera_text_audio_20240426_102102.823194_2163.wav,0.001111111,Central
Abaana abasinga mu byaalo tebasomera mu ngatto.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103929.808842_2138.wav,0.000833333,Central
Ku bbanga ly'omaze ng'olunda tomanyi myezi mbizzi gy'emala na ggwako!,Luganda,743,Male,18-29,yogera_text_audio_20240426_101351.263673_2361.wav,0.001666667,Central
Pulezindenti Museveni yasabye abazadde okwewola ssente basobole okusomesa abaana.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091243.554298_2221.wav,0.001388889,Central
Tekyandiba kirungi omuzadde okutwala omwana mu ssomero gyatasobola kusasula bisale.,Luganda,743,Male,18-29,yogera_text_audio_20240426_101054.184115_2157.wav,0.001666667,Central
Amapeera gange kati ssikyakkiriza baana kugalya.,Luganda,745,Male,18-29,yogera_text_audio_20240426_092926.051913_2358.wav,0.000833333,Central
Amawanga mangi gakyalwana okudda engulu olwa ssennyiga omukambwe.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094904.924029_2240.wav,0.001944444,Central
Enkolagana ennungi mu balimi ebayamba okunoonya obutale.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083908.186102_2033.wav,0.001388889,Central
Weewale okutundira ebirime byo ku nnimiro.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093001.591738_2032.wav,0.001111111,Central
Buli muyizi yagambibwa okugula ekitabo.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091232.714775_2123.wav,0.000833333,Central
Mukazi wattu akeera nnyo ku nkumbi naye ababbi tebamusaasira!,Luganda,743,Male,18-29,yogera_text_audio_20240426_104443.617156_2365.wav,0.001666667,Central
Bwe biba bigaanyi okulima tokuvaako naye lemerako.,Luganda,738,Male,18-29,yogera_text_audio_20240426_104328.069191_2115.wav,0.001388889,Central
E ssomero eryo Gavumenti yali yaliggala naye kati ndaba abaana bakyasomeramu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102017.703669_2156.wav,0.001388889,Central
Kati mbadde nnina ekirime ekipya kye njagala okulima.,Luganda,738,Male,18-29,yogera_text_audio_20240426_105540.276068_2368.wav,0.001111111,Central
Katikkiro yasabye gavumenti amasomera gatandike okusomesa mu nnimi ennansi.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103234.533373_2213.wav,0.001388889,Central
Ebitongole by'obulamu eby'enjawulo bivuddeyo okuyamba okusitula eby'obulamu mu kuzaala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102654.582183_2309.wav,0.001944444,Central
Olusuku lwange ntemamu eggaali z'amatooke ssatu buli wiiki.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100531.793265_2037.wav,0.001388889,Central
Buli eyazze mu musomo gw'abalimi leero agenze ayize ennima empya.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100358.027027_2099.wav,0.001666667,Central
Gavumenti tefuddeeyo kuwa balimi nsingo ya kasooli ntuufu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_105252.785782_2063.wav,0.001388889,Central
Abantu bakooye obwavu era beenyigidde mu bulimi bonna.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094026.970705_2410.wav,0.001388889,Central
Oyo awulira nti tayagala balimi ayogere.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102812.834461_2417.wav,0.000833333,Central
Ebisale by'amasomero agasinga mu Mbale bigenda birinnya buli mwaka.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102135.040821_2135.wav,0.001111111,Central
Kya mugaso okubeera n'amaterekero g'omusaayi mu disitulikiti zonna okwetooloola eggwanga.,Luganda,743,Male,18-29,yogera_text_audio_20240426_101054.165723_2296.wav,0.001666667,Central
Nze kati ndaba obulimi gwe mulimi ogutayinza kuvaawo.,Luganda,738,Male,18-29,yogera_text_audio_20240426_090435.880228_2413.wav,0.001388889,Central
Obulwadde bwa mukenenya tebukyatiisa nnyo ennaku zino.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092232.250651_2229.wav,0.000833333,Central
Omusawo tayinza kudda mu kulya ng'abalwadde bamulinze.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102754.410734_2307.wav,0.001111111,Central
Amagezi ge nfunye mu kulima ssigatenda!,Luganda,743,Male,18-29,yogera_text_audio_20240426_102135.033743_2371.wav,0.000833333,Central
Ssikyategana kulinda basawo ba nte nga zirwadde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102051.919290_2333.wav,0.001111111,Central
Nneetaaga emmotoka z'ensujju nga kkumi buli wiiki naye ssiziraba.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095619.153885_2028.wav,0.001388889,Central
Okolaganye otya ne balimi banno?,Luganda,738,Male,18-29,yogera_text_audio_20240426_094451.589163_2110.wav,0.001111111,Central
Obubaka bwa beene businze kugenda eri balimi.,Luganda,745,Male,18-29,yogera_text_audio_20240426_091658.670186_2414.wav,0.001111111,Central
Ennaku zino abantu bafa nnyo omusaayi okwekwata era nga bufuuse bulwadde kattira.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102754.389204_2295.wav,0.002222222,Central
Ssinga onyumya n'abalimi abawera ojja naawe kuyiga.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093145.254839_2363.wav,0.001111111,Central
Ekibiina ky'abakyala ku kyalo kyaffe kyakoze bulungi bwansi okugogola emyaala.,Luganda,745,Male,18-29,yogera_text_audio_20240426_094125.367611_2232.wav,0.001388889,Central
Omuntu alina abasirikale abanafu mu mubiri asobola okukwatibwa mangu endwadde.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101531.638803_2284.wav,0.001388889,Central
Eggwanga liyinza kwetegeka litya obulungi okulwanyisa endwadde?,Luganda,743,Male,18-29,yogera_text_audio_20240426_092032.330670_2281.wav,0.001388889,Central
Sizoni y'okusimba kasooli ya ddi?,Luganda,745,Male,18-29,yogera_text_audio_20240426_094407.668291_2080.wav,0.000555556,Central
"Omwana oyo alina effujjo, tayagala banne batuule ku ntebe mu kibiina.",Luganda,738,Male,18-29,yogera_text_audio_20240426_091448.089295_2136.wav,0.001388889,Central
Ssimanyi lwaki abalimi tebayambibwa mu mirimu gyabwe.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101220.189925_2093.wav,0.001111111,Central
Mu balaalo omukazi okukama kya bulijjo nnyo.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092547.550584_2375.wav,0.000833333,Central
Pulezindenti Museveni yasabye abazadde okwewola ssente basobole okusomesa abaana.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103107.905407_2221.wav,0.001666667,Central
Enkwa zeekweka nnyo mu bifo ebyekusifu ku nte.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093524.165113_2325.wav,0.000833333,Central
Omwana alima ne muzadde we ayagala okulima mu dda.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093137.394389_2116.wav,0.001388889,Central
Ssaawa ki ez'okulambuliramu abalwadde mu ddwaliro?,Luganda,745,Male,18-29,yogera_text_audio_20240426_091031.167871_2275.wav,0.001111111,Central
Bw'oba wakwekebeza ndwadde y'obukaba ng'oli mufumbo genda ne mukyala wo.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091029.022132_2276.wav,0.001388889,Central
Mu mwezi ki omulimi mw'ateekeddwa okusimbira kasooli mu sizoni esooka?,Luganda,743,Male,18-29,yogera_text_audio_20240426_102512.084827_2023.wav,0.001666667,Central
Situka nno ogende okabale nga wansi wakyagonda.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095825.887712_2354.wav,0.001111111,Central
Minisitule y'ebyobulamu etaddewo abasawo baayo abakugu okumalawo omusujja gw'enkaka.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100204.742803_2248.wav,0.001666667,Central
Abazadde basabye ebifo awagemebwa byongerweko mu buli disitulikiti.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092954.343290_2236.wav,0.001666667,Central
Bwe mmala okuloza ku makungula ate nnima buto.,Luganda,738,Male,18-29,yogera_text_audio_20240426_105252.778939_2355.wav,0.001388889,Central
Omwana alina eddembe eriyigirizibwa emirimu ng'okulima n'okulunda.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102135.026775_2047.wav,0.001944444,Central
Abalimi bonna baali basanze okusoomoozebwa kutyo.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095036.378788_2422.wav,0.001666667,Central
Kati mbadde nnina ekirime ekipya kye njagala okulima.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091232.703052_2368.wav,0.001388889,Central
Omwana alina eddembe eriyigirizibwa emirimu ng'okulima n'okulunda.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101531.630793_2047.wav,0.001388889,Central
Emiti gya ffene tegyetaaga bigimusa.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093838.269955_2072.wav,0.000833333,Central
Omwana alima ne muzadde we ayagala okulima mu dda.,Luganda,738,Male,18-29,yogera_text_audio_20240426_104932.188993_2116.wav,0.001111111,Central
Sekkokko esobola okubiika amagi asatu mu mwezi gumu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_083442.965410_2044.wav,0.001111111,Central
Bulijjo simanyi nti Gavumenti yazimba essomero eppya mu disitulikiti yaffe.,Luganda,745,Male,18-29,yogera_text_audio_20240426_090439.568930_2133.wav,0.001111111,Central
Tekyandibadde kirungi omusawo okusooka okusaba omulwadde ensimbi nga tannamukolako,Luganda,738,Male,18-29,yogera_text_audio_20240426_102930.669562_2302.wav,0.001666667,Central
Njagadde kwemulugunya ku mbeera y'abasawo mwe bakolera.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102051.910585_2257.wav,0.001666667,Central
Abaana tobaganya kulunda nte bokka ku ttale.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091341.821189_2117.wav,0.000833333,Central
Ebimuli nagezaako okubirima naye bya kweronda nnyo.,Luganda,745,Male,18-29,yogera_text_audio_20240426_095103.502544_2350.wav,0.001111111,Central
Essomero eryo lya Gavumenti kyokka basasuza ebisale ate nga biri waggulu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083533.380431_2139.wav,0.001944444,Central
Wadde ndi musawo naye era nnimira ddala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092032.301183_2346.wav,0.000833333,Central
Bulijjo simanyi nti Gavumenti yazimba essomero eppya mu disitulikiti yaffe.,Luganda,738,Male,18-29,yogera_text_audio_20240426_084526.784478_2133.wav,0.001388889,Central
Abalwadde ba kkookolo beetaaga obujjanjabi obulungi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093920.425889_2271.wav,0.001111111,Central
Yatugambye takyayagala kuddamu ku somesa ku ssomero eryo.,Luganda,738,Male,18-29,yogera_text_audio_20240426_085046.519108_2202.wav,0.001388889,Central
Twasemba okulima ebijanjaalo emyaka etaano emabega.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093327.277023_2090.wav,0.001388889,Central
Minisita atandise okulambula amasomero alabe embeera mwe gakolera.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092412.750061_2173.wav,0.001666667,Central
Bannassaayansi baatandika okumerusa ensigo z'ebitooke.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094504.812735_2067.wav,0.001388889,Central
Amapaapaali eno nga ssirabayo bagalima!,Luganda,743,Male,18-29,yogera_text_audio_20240426_091812.288745_2060.wav,0.000833333,Central
Kika kya muwogo ki ekisinga obutalumbibwa ndwadde?,Luganda,738,Male,18-29,yogera_text_audio_20240426_082340.175230_2074.wav,0.001111111,Central
Buli mulimi yandigenzeeko mu musomo waakiri gumu mu mwaka.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083533.411897_2048.wav,0.001388889,Central
Bwe mmala okuloza ku makungula ate nnima buto.,Luganda,743,Male,18-29,yogera_text_audio_20240426_082942.758706_2355.wav,0.000833333,Central
Omusomo gw'emmwanyi gugenda kumala nnaku mmeka?,Luganda,745,Male,18-29,yogera_text_audio_20240426_091927.576781_2092.wav,0.000833333,Central
Abalimi balina kukola ki okwewala okugengewala kwa muwogo?,Luganda,743,Male,18-29,yogera_text_audio_20240426_091518.900841_2076.wav,0.001388889,Central
Oyo omuyizi mugezi mu kibiina ate amanyi n'okusamba omupiira.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093145.273044_2192.wav,0.001388889,Central
Ssente zeetaagisa mu kawefube w'okulwanyisa endwadde.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094620.773189_2285.wav,0.001111111,Central
Nze ssaagala mulimi wa mpaka.,Luganda,738,Male,18-29,yogera_text_audio_20240426_103308.881136_2393.wav,0.000555556,Central
Abaana balina okusomesebwa ku ngeri y'okwewalamu akawuka ka siriimu ne basigala nga balamu.,Luganda,745,Male,18-29,yogera_text_audio_20240426_092926.023763_2318.wav,0.001666667,Central
Abasawo balonze omukulembeze wabwe.,Luganda,743,Male,18-29,yogera_text_audio_20240426_104634.659109_2253.wav,0.000833333,Central
Amakungula ga luno nguzeeko essaati bbiri n'empale emu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_085823.477786_2056.wav,0.001111111,Central
Nze mikwano gyange kati abasinga balimi.,Luganda,745,Male,18-29,yogera_text_audio_20240426_084107.561840_2400.wav,0.000833333,Central
Omuze gw'ebisiyaza gugenze gukendeera mu masomero.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093145.247092_2168.wav,0.001111111,Central
Leero essomero lyammwe lyetegese bulungi mu muzannyo gw'okubaka.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102930.660837_2203.wav,0.001388889,Central
Abalima ebikajjo kati ge bakaaba ge bakomba.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094904.939793_2027.wav,0.001111111,Central
Abayizi abamu batuuka kikereezi ku ssomero kubanga basooka kukola mirimu ewaka.,Luganda,738,Male,18-29,yogera_text_audio_20240426_103125.163190_2132.wav,0.001666667,Central
Pulezindenti Museveni yali afaayo nnyo ku masomero ga Gavumenti naye kati yakoowa.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092210.142767_2144.wav,0.001388889,Central
Ente nzitya kubanga si nnyangu kuliisa.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102135.019786_2046.wav,0.000833333,Central
Twetaaga okuwa bbasale abaana abagezi ne bamulekwa okutandika omwaka ogujja.,Luganda,738,Male,18-29,yogera_text_audio_20240426_103308.854746_2193.wav,0.001666667,Central
Temwesiba ku kulima kuno okw'edda.,Luganda,743,Male,18-29,yogera_text_audio_20240426_083442.974470_2389.wav,0.000555556,Central
Ebitabo byonna gavumenti byeyatuwadde ate abakulu b'essomero babitunze.,Luganda,743,Male,18-29,yogera_text_audio_20240426_104935.145648_2222.wav,0.001666667,Central
Abasawo ku ddwaliro ekkulu baagala obukadde bw'ensimbi amakumi abiri obwa Uganda.,Luganda,738,Male,18-29,yogera_text_audio_20240426_103125.147159_2245.wav,0.001944444,Central
Abasawo bajja kufuna entambula ey'obwereere okutuuka ku malwaliro.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092631.710588_2260.wav,0.001111111,Central
Ebifo bya kalantiini bikubyeko abalwadde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_100348.869186_2274.wav,0.001111111,Central
Kamalabyonna agamba mu buli mbeera eggwanga lirina okusoosowaza eby'obulamu,Luganda,743,Male,18-29,yogera_text_audio_20240426_093838.253923_2308.wav,0.001666667,Central
Omusomesa ono by'asomesa tabitegeera yadde.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095205.292718_2214.wav,0.001111111,Central
Ssaagala oyogere ku mulimi bubi nga mpulira.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100358.070191_2399.wav,0.001111111,Central
Bye walaba ku ddundiro lyange wabissa mu nkola?,Luganda,743,Male,18-29,yogera_text_audio_20240426_093524.205555_2082.wav,0.000833333,Central
Amagezi ge nfunye mu kulima ssigatenda!,Luganda,738,Male,18-29,yogera_text_audio_20240426_093001.600952_2371.wav,0.000833333,Central
Bagamba ekyuma ekyaluza enkoko kya buseere nnyo.,Luganda,738,Male,18-29,yogera_text_audio_20240426_081459.437671_2087.wav,0.001666667,Central
Ebikuta by'embizzi byonna ebyo obikuŋŋaanya wa?,Luganda,743,Male,18-29,yogera_text_audio_20240426_093524.192916_2337.wav,0.001111111,Central
Disitulikiti eziri ku nsalo zanjudde omuwendo gw'abalwadde ba ssennyiga omukambwe ogusinga obunene.,Luganda,738,Male,18-29,yogera_text_audio_20240426_105252.771601_2267.wav,0.001944444,Central
Nnali sikimanyi nti Kabaka wa Buganda asobola okwogera oluzungu olulungi bwerutyo!,Luganda,743,Male,18-29,yogera_text_audio_20240426_104322.721801_2148.wav,0.001944444,Central
Nnina okulunda ku ndiga nga ssinnafa.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101759.284747_2088.wav,0.000555556,Central
Omwana tasaanye kusomera mu kyalo ebbanga lyonna.,Luganda,738,Male,18-29,yogera_text_audio_20240426_090119.508243_2166.wav,0.000833333,Central
Amasomero e Kampala ne Wakiso gayita ebigezo okusinga agaffe eno mu byaalo.,Luganda,745,Male,18-29,yogera_text_audio_20240426_092926.032019_2140.wav,0.001388889,Central
Twetaaga okuwa bbasale abaana abagezi ne bamulekwa okutandika omwaka ogujja.,Luganda,743,Male,18-29,yogera_text_audio_20240426_101853.649950_2193.wav,0.001666667,Central
Obutale bwa muwogo buli wa?,Luganda,743,Male,18-29,yogera_text_audio_20240426_104634.633879_2079.wav,0.000555556,Central
Abalima ebikajjo kati ge bakaaba ge bakomba.,Luganda,738,Male,18-29,yogera_text_audio_20240426_105540.282469_2027.wav,0.001111111,Central
Twagala buli mulimi abeeko ekisolo ky'alunda.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092817.300277_2081.wav,0.001111111,Central
Teekateeka ofuneyo ennimiro y'omulimi yonna ogirambule.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095205.284197_2386.wav,0.001388889,Central
Palamenti yayisizza ssente obuwumbi lwenda bwakuzimba amasomera mukaaga mu disitulikiti ssatu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092032.290727_2209.wav,0.001944444,Central
Abasawo balonze omukulembeze wabwe.,Luganda,738,Male,18-29,yogera_text_audio_20240426_090119.518752_2253.wav,0.001111111,Central
Omwana alima ne muzadde we ayagala okulima mu dda.,Luganda,745,Male,18-29,yogera_text_audio_20240426_094125.347911_2116.wav,0.001111111,Central
Amakungula ga luno nguzeeko essaati bbiri n'empale emu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092832.989892_2056.wav,0.001111111,Central
Minisita w'ebyobulamu yasabye abazadde okuzaalira mu malwaliro agamanyikiddwa.,Luganda,738,Male,18-29,yogera_text_audio_20240426_084308.406558_2227.wav,0.001666667,Central
Gavumenti erina okuteeka eddagala mu malwaliro okusobola okulongoosa eby'obulamu.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101220.180332_2315.wav,0.001388889,Central
Olusuku lwange ntemamu eggaali z'amatooke ssatu buli wiiki.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083715.681721_2037.wav,0.001666667,Central
Ettaka mulirimeeko baleme kulitunda.,Luganda,743,Male,18-29,yogera_text_audio_20240426_083141.493152_2089.wav,0.000833333,Central
Obadde okimanyi nti mu ndwadde ezikwata omuntu olw'obukyafu mulimu ekiddukano?,Luganda,743,Male,18-29,yogera_text_audio_20240426_101618.699236_2287.wav,0.001944444,Central
Amannya g'abalimi abali mu ggombololaeno agamu tegali ku lukalala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093700.210512_2378.wav,0.001666667,Central
Ekibiina kyokusatu ku ssomero lyaffe kati nakyo kyafunye ekizimbe ekipya.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094504.819274_2160.wav,0.001666667,Central
Abasawo bali mu katyabaga k'okufuna obulwadde.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092547.563697_2249.wav,0.001111111,Central
Nze kati mmanyi okwejjanjabira ente zange.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091448.066004_2332.wav,0.000833333,Central
Abantu abamu tebakyagala kyokka nga n'abasawo bakitulagira.,Luganda,743,Male,18-29,yogera_text_audio_20240426_083141.474526_2258.wav,0.001666667,Central
Kye nnalabye ku nnimiro yo kye nzirayo okukola.,Luganda,738,Male,18-29,yogera_text_audio_20240426_103308.872532_2111.wav,0.001111111,Central
Kigambibwa mbu embizzi terumwa musota.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093137.423937_2049.wav,0.001111111,Central
Okuwakana ennyo mu balunzi kya bulabe.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102812.808201_2394.wav,0.000555556,Central
Mu buganda abakazi batono abakama ente.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093524.183987_2374.wav,0.000833333,Central
Ebisolo mubikuliddemu awaka naye temubyagala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100007.586537_2364.wav,0.001111111,Central
Abalimi balina kukola ki okwewala okugengewala kwa muwogo?,Luganda,738,Male,18-29,yogera_text_audio_20240426_093920.405910_2076.wav,0.001111111,Central
Omusawo yatusomesezza ku bye tulina okulya.,Luganda,743,Male,18-29,yogera_text_audio_20240426_101618.691648_2305.wav,0.001111111,Central
Omusawo tayinza kudda mu kulya ng'abalwadde bamulinze.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091812.279070_2307.wav,0.000833333,Central
Bambi teyasobodde kutuula bigezo anti ssente z'essomero zabuuze.,Luganda,738,Male,18-29,yogera_text_audio_20240426_100348.878196_2199.wav,0.001388889,Central
Tusobola tutya okutangira ebiwuka mu bijanjaalo mu kiseera ky'okumulisa?,Luganda,743,Male,18-29,yogera_text_audio_20240426_104634.666064_2075.wav,0.001666667,Central
Mpulira omubiri tegukyasobola kulima.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102930.677740_2091.wav,0.000833333,Central
Nnali sikimanyi nti Kabaka wa Buganda asobola okwogera oluzungu olulungi bwerutyo!,Luganda,745,Male,18-29,yogera_text_audio_20240426_091428.972146_2148.wav,0.001388889,Central
Enva endiirwa nzimanyi nnyo era njagala nnyo okuzirima.,Luganda,738,Male,18-29,yogera_text_audio_20240426_084308.431640_2105.wav,0.001111111,Central
Linda obusa buwole olyoke obusse ku kitooke.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102411.669764_2330.wav,0.000833333,Central
Omuntu alina kulunda atya embaata?,Luganda,738,Male,18-29,yogera_text_audio_20240426_091243.584728_2085.wav,0.000833333,Central
Abalimi bagaana okujja mu misomo nga beekwasa budde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083715.708692_2398.wav,0.001388889,Central
Buli lunaku nnina okutuukako mu kiraalo ky'ente.,Luganda,738,Male,18-29,yogera_text_audio_20240426_084526.792528_2395.wav,0.001111111,Central
Ebisuubirwa okuva mu makungula nze ssibirinaamu ssuubi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_082340.196620_2100.wav,0.001388889,Central
Enva endiirwa nzimanyi nnyo era njagala nnyo okuzirima.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091647.194876_2105.wav,0.001111111,Central
Emiti gya ffene tegyetaaga bigimusa.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083301.361743_2072.wav,0.000833333,Central
